"age","workclass","fnlwgt","education","education_cat","marital_status","occupation","relationship","race","gender","capital_gain","capital_loss","hour_per_week","native_country","class"
"30178",22," Private",193586," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,25," United-States"," <=50K"
"8837",37," Local-gov",312232," Bachelors",13," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",5178,0,40," United-States"," >50K"
"7934",40," Private",136244," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
"5072",68," Self-emp-not-inc",450580," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,20," United-States"," <=50K"
"2279",17," Private",329783," 10th",6," Never-married"," Sales"," Other-relative"," White"," Female",0,0,10," United-States"," <=50K"
"17731",33," State-gov",108116," HS-grad",9," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"15580",61," ?",116230," Bachelors",13," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States"," >50K"
"15721",47," Self-emp-not-inc",134671," HS-grad",9," Married-spouse-absent"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
"28254",31," Private",62932," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
"1168",22," ?",131573," Some-college",10," Never-married"," ?"," Own-child"," White"," Female",0,0,8," United-States"," <=50K"
"6480",39," Private",49308," Bachelors",13," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
"16339",38," Self-emp-not-inc",37778," HS-grad",9," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,60," United-States"," <=50K"
"7516",29," Private",209934," 5th-6th",3," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," Mexico"," <=50K"
"18299",33," Local-gov",27959," HS-grad",9," Never-married"," Other-service"," Unmarried"," Amer-Indian-Eskimo"," Male",0,0,40," United-States"," <=50K"
"15335",35," Self-emp-not-inc",97277," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,65," United-States"," >50K"
"18104",25," Self-emp-not-inc",159909," Assoc-voc",11," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"4584",39," Private",82488," Some-college",10," Divorced"," Sales"," Unmarried"," Asian-Pac-Islander"," Female",0,0,38," United-States"," <=50K"
"4633",59," Private",107833," 10th",6," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,1485,40," United-States"," >50K"
"13109",37," Local-gov",52465," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
"21715",28," Private",271572," 9th",5," Never-married"," Other-service"," Other-relative"," White"," Male",0,0,52," United-States"," <=50K"
"20774",22," ?",22966," Some-college",10," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,6," United-States"," <=50K"
"29121",38," Local-gov",256864," Assoc-voc",11," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"25849",42," Self-emp-not-inc",82297," 7th-8th",4," Married-civ-spouse"," Other-service"," Wife"," Black"," Female",0,0,50," United-States"," <=50K"
"21486",40," Private",240027," Some-college",10," Never-married"," Sales"," Unmarried"," Black"," Female",0,0,45," United-States"," <=50K"
"25669",69," Self-emp-not-inc",37745," Assoc-voc",11," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,8," United-States"," <=50K"
"4071",90," Private",313986," 11th",7," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
"7972",30," ?",104965," 9th",5," Never-married"," ?"," Not-in-family"," White"," Female",0,0,30," United-States"," <=50K"
"10539",66," Private",185336," HS-grad",9," Widowed"," Sales"," Other-relative"," White"," Female",0,0,35," United-States"," <=50K"
"12945",21," Private",188535," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,44," United-States"," <=50K"
"20194",49," Private",133969," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," Other"," Male",0,0,50," United-States"," >50K"
"25700",26," Private",94477," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",7298,0,55," United-States"," >50K"
"8225",29," Federal-gov",208534," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,80," United-States"," <=50K"
"26043",43," Private",188436," Prof-school",15," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
"492",46," Federal-gov",371373," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
"20796",47," State-gov",199512," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
"25795",33," Private",36539," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,40," United-States"," >50K"
"14661",41," Private",174201," HS-grad",9," Divorced"," Handlers-cleaners"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
"6464",47," Private",108510," 10th",6," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,65," United-States"," <=50K"
"597",23," ?",99399," Some-college",10," Never-married"," ?"," Unmarried"," Amer-Indian-Eskimo"," Female",0,0,25," United-States"," <=50K"
"8996",20," Private",390817," 5th-6th",3," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,25," Mexico"," <=50K"
"29081",45," Private",98475," Bachelors",13," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"
"29665",64," Private",66634," Bachelors",13," Divorced"," Exec-managerial"," Unmarried"," White"," Male",27828,0,50," United-States"," >50K"
"17237",23," Private",173851," Some-college",10," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"6971",40," Local-gov",96554," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
"15549",53," Private",223696," 12th",8," Married-spouse-absent"," Handlers-cleaners"," Not-in-family"," Other"," Male",0,0,56," Dominican-Republic"," <=50K"
"25451",28," Private",452808," 10th",6," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
"12949",34," Federal-gov",341051," Masters",14," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,50," United-States"," >50K"
"3295",43," Private",220589," HS-grad",9," Divorced"," Exec-managerial"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
"8912",26," Private",208122," Some-college",10," Divorced"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"
"11482",30," State-gov",46144," HS-grad",9," Married-AF-spouse"," Adm-clerical"," Own-child"," White"," Female",0,0,38," United-States"," <=50K"
"8235",65," Private",115880," Doctorate",16," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
"14950",36," Private",184112," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",15024,0,45," United-States"," >50K"
"11620",51," Private",177727," Assoc-acdm",12," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States"," >50K"
"3852",22," ?",306031," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
"1493",45," Private",103538," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," >50K"
"8346",31," Private",561334," HS-grad",9," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
"30761",33," Private",857532," 12th",8," Never-married"," Protective-serv"," Own-child"," Black"," Male",0,0,40," United-States"," <=50K"
"32256",19," Private",57145," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,25," United-States"," <=50K"
"15173",28," Private",114158," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,1977,24," United-States"," >50K"
"23777",19," Private",376683," Some-college",10," Never-married"," Other-service"," Unmarried"," Black"," Female",2036,0,30," United-States"," <=50K"
"21199",71," Self-emp-inc",118119," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",20051,0,50," United-States"," >50K"
"1569",43," Local-gov",160574," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"22070",30," Private",171889," Prof-school",15," Never-married"," Tech-support"," Own-child"," White"," Female",0,0,24," United-States"," <=50K"
"11534",24," Private",173679," Assoc-voc",11," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,20," United-States"," <=50K"
"28070",35," Private",139364," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1902,40," United-States"," >50K"
"24614",47," Local-gov",51579," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
"4420",35," Private",341643," Bachelors",13," Never-married"," Other-service"," Other-relative"," White"," Male",0,0,50," United-States"," <=50K"
"9366",46," Private",159869," HS-grad",9," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,44," United-States"," <=50K"
"4003",28," Private",157391," Bachelors",13," Never-married"," Sales"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
"31886",35," ?",273558," Some-college",10," Never-married"," ?"," Not-in-family"," Black"," Male",0,0,30," United-States"," <=50K"
"17829",54," Local-gov",168553," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"21861",51," Self-emp-not-inc",306784," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,30," United-States"," <=50K"
"9880",52," Private",128871," 7th-8th",4," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,64," United-States"," <=50K"
"19221",57," Private",148315," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,30," United-States"," <=50K"
"31454",33," Private",207201," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,55," United-States"," >50K"
"23588",40," Private",187702," Some-college",10," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,50," United-States"," >50K"
"2408",42," Private",250121," 11th",7," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
"14318",47," Private",236805," Some-college",10," Divorced"," Sales"," Unmarried"," White"," Female",0,0,60," United-States"," <=50K"
"1699",44," Private",202565," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"
"10776",28," Private",137898," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"
"23290",17," Private",98675," 9th",5," Never-married"," Other-service"," Unmarried"," White"," Female",0,0,20," United-States"," <=50K"
"131",28," Private",69621," Assoc-acdm",12," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,60," United-States"," <=50K"
"24493",31," Private",193132," Bachelors",13," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,0,42," United-States"," <=50K"
"14690",72," Private",298070," Assoc-voc",11," Separated"," Other-service"," Unmarried"," White"," Female",6723,0,25," United-States"," <=50K"
"22871",40," Private",77247," 12th",8," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," >50K"
"21147",48," ?",193047," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States"," >50K"
"18150",36," Private",180667," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1887,60," United-States"," >50K"
"22329",54," Private",202115," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",0,0,40," United-States"," >50K"
"20850",76," Private",127016," 7th-8th",4," Widowed"," Priv-house-serv"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
"9180",32," Private",164197," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States"," >50K"
"3085",23," Private",113601," Some-college",10," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,30," United-States"," <=50K"
"30529",44," Private",223194," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",0,1485,40," Haiti"," <=50K"
"23357",45," Private",213140," 10th",6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",2829,0,40," United-States"," <=50K"
"19435",67," Private",212705," Masters",14," Married-spouse-absent"," Exec-managerial"," Not-in-family"," White"," Male",0,0,55," United-States"," >50K"
"3804",25," Private",220098," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,30," United-States"," <=50K"
"17453",47," Self-emp-inc",119471," 7th-8th",4," Never-married"," Craft-repair"," Not-in-family"," Other"," Male",0,0,40," ?"," <=50K"
"8334",30," Private",208043," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,55," United-States"," >50K"
"31945",44," Private",144067," Bachelors",13," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",0,0,12," ?"," <=50K"
"292",31," Private",127595," HS-grad",9," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
"7492",25," Private",255647," HS-grad",9," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,25," Mexico"," <=50K"
"4124",24," Private",154165," 9th",5," Divorced"," Other-service"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
"10346",28," Private",261725," 1st-4th",2," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," Mexico"," <=50K"
"23035",27," Local-gov",133495," HS-grad",9," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
"31448",60," Private",163665," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,16," United-States"," >50K"
"22676",53," Private",200190," Some-college",10," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," >50K"
"15995",50," Private",305147," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
"13826",54," Self-emp-not-inc",205066," 10th",6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,36," United-States"," <=50K"
"30083",62," Local-gov",164518," HS-grad",9," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,38," United-States"," <=50K"
"3811",46," Local-gov",253116," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"
